student_id,age,gender,degree,year,attendance_percentage,study_hours_per_day,assignment_score,internal_marks,backlogs,coding_skill,communication_skill,aptitude_score,technical_interview_score,projects_completed,internships_completed,certifications,hackathons_participated,extracurricular_activities,resume_score,mock_interviews,linkedin_profile,cgpa,final_score,performance_category,placement_status
STU100155,18,Female,BSc Data Science,4,79.5,4.5,90.6,67.0,0,5.6,9.5,88.2,77.4,5,1,0,0,1,87.6,1,No,7.27,78.3,Good,Placed
STU100156,20,Male,BTech CSE,3,86.4,4.4,78.2,75.8,0,7.4,6.6,78.7,81.2,4,1,4,0,2,95.2,2,Yes,8.76,89.3,Excellent,Not Placed
STU100157,22,Female,BTech CSE,3,68.2,0.6,80.3,56.5,0,6.7,4.1,83.3,52.5,4,0,0,0,4,73.4,2,Yes,6.7,67.2,Good,Not Placed
STU100158,24,Male,BSc Data Science,3,77.5,2.7,85.9,67.8,0,8.2,8.8,73.1,93.2,4,0,5,0,1,97.7,1,Yes,7.88,80.3,Excellent,Placed
STU100159,23,Male,BSc Data Science,4,,4.6,84.0,64.3,0,6.9,7.5,84.4,65.1,2,2,2,1,2,78.0,5,Yes,7.45,75.8,Good,Placed
STU100160,20,Male,BBA,4,84.8,4.5,88.3,70.9,2,7.7,7.6,38.3,75.0,4,1,2,1,1,78.1,4,No,8.29,82.0,Excellent,Not Placed
STU100161,18,Female,BCA,2,96.6,0.9,86.9,68.3,1,5.9,5.4,67.8,65.8,1,0,2,0,0,83.3,3,No,7.51,76.3,Good,Not Placed
STU100162,22,Female,BSc Data Science,2,83.8,5.0,72.9,99.2,0,7.1,4.1,89.1,74.8,3,0,0,2,2,71.4,1,Yes,9.28,94.0,Excellent,Not Placed
STU100163,19,Other,BCA,4,74.0,4.4,100.0,60.6,0,4.7,7.3,82.1,56.9,3,0,2,2,0,84.6,2,No,6.98,71.2,Good,Not Placed
STU100164,24,Female,BTech CSE,4,72.3,2.1,82.0,71.9,0,8.1,6.4,76.6,54.7,1,1,1,2,3,84.7,2,No,7.31,72.7,Good,Not Placed
STU100165,24,Male,BCA,3,72.2,4.1,89.7,100.0,2,7.0,6.8,58.3,70.2,3,1,3,0,1,84.3,6,Yes,8.51,84.7,Excellent,Placed
STU100166,23,Male,BTech CSE,4,71.6,3.2,88.7,79.3,1,4.3,6.0,77.6,80.6,0,1,1,0,1,71.7,1,Yes,8.22,79.9,Good,Not Placed
STU100167,24,Male,BCA,4,80.2,4.2,85.0,71.5,1,6.1,6.9,74.7,86.2,2,1,2,0,1,88.0,1,Yes,7.95,79.7,Good,Not Placed
STU100168,20,Male,BTech CSE,2,82.2,0.8,84.9,81.8,0,10.0,5.7,49.7,58.9,3,0,2,0,1,84.4,2,Yes,8.09,81.6,Excellent,Not Placed
STU100169,18,Male,BTech CSE,4,86.2,3.0,92.2,79.6,0,6.2,9.2,82.7,79.3,2,0,3,2,2,85.8,2,Yes,8.53,85.0,Excellent,Not Placed
STU100170,24,Male,BSc Data Science,3,84.6,5.3,79.7,58.8,1,5.9,6.5,65.5,70.4,2,1,1,1,0,69.3,2,Yes,8.36,85.9,Excellent,Not Placed
STU100171,24,Male,BSc Computer Science,2,90.5,4.3,90.5,53.4,0,5.1,8.2,54.2,66.0,0,1,1,1,1,75.4,4,No,8.02,76.7,Good,Not Placed
STU100172,19,Female,BSc Data Science,3,71.3,4.7,87.5,73.2,1,4.6,7.6,50.9,68.2,4,0,0,0,2,75.4,2,Yes,7.76,78.4,Good,Not Placed
STU100173,19,Male,BSc Data Science,4,94.4,3.1,,66.2,2,4.7,8.9,60.8,64.5,3,0,5,0,0,93.5,1,Yes,6.98,68.9,Good,Placed
STU100174,21,Female,BTech CSE,4,,4.3,76.5,99.3,0,10.0,7.1,71.6,72.7,2,0,3,0,3,96.8,0,No,10.0,98.2,Excellent,Not Placed
STU100175,22,Female,BCA,3,81.5,3.3,82.9,85.4,1,7.2,8.3,61.7,37.9,0,0,2,0,2,78.2,3,Yes,9.04,87.5,Excellent,Not Placed
STU100176,20,Male,BTech CSE,2,76.1,2.1,72.6,85.4,0,4.0,8.0,55.4,40.7,1,2,1,1,1,77.2,1,Yes,7.27,73.1,Good,Not Placed
STU100177,24,Male,BCA,3,77.8,3.1,94.2,43.6,0,6.5,9.3,58.4,53.7,0,0,1,0,1,81.1,2,No,8.15,82.0,Excellent,Not Placed
STU100178,24,Male,BCA,4,84.7,5.7,73.9,64.9,0,8.4,7.9,70.6,77.5,3,0,1,1,2,83.6,0,No,9.54,93.4,Excellent,Not Placed
STU100179,18,Male,BSc Data Science,4,63.6,5.2,85.7,71.9,0,7.3,5.6,81.4,71.6,3,0,1,0,2,87.9,3,Yes,8.35,84.3,Excellent,Not Placed
STU100180,21,Female,BSc Computer Science,3,69.7,2.0,77.0,63.2,0,4.0,6.5,68.9,67.2,0,1,2,1,3,62.0,1,Yes,7.1,71.3,Good,Not Placed
STU100181,22,Male,BSc Data Science,3,85.5,2.9,94.6,64.5,0,7.7,4.9,92.9,85.5,2,1,5,0,3,92.5,1,No,7.33,72.9,Good,Placed
STU100182,21,Male,BTech CSE,2,78.0,2.1,81.4,68.9,0,6.6,6.3,55.5,57.8,2,1,0,0,0,69.0,3,Yes,6.49,63.3,Average,Not Placed
STU100183,23,Male,BCA,3,75.4,3.8,89.2,73.5,0,6.9,4.6,59.0,71.8,2,0,0,1,1,75.6,1,No,7.57,74.5,Good,Not Placed
STU100184,22,Other,BCA,3,66.8,5.0,70.1,100.0,0,9.8,8.0,75.8,59.2,1,2,2,0,2,71.5,0,No,8.75,87.4,Excellent,Placed
STU100185,24,Female,BTech CSE,4,75.5,6.5,75.1,63.9,2,6.5,3.9,65.7,60.2,1,2,0,0,0,70.6,3,No,7.6,74.9,Good,Not Placed
STU100186,24,Female,BTech CSE,2,84.8,1.4,88.7,82.1,2,5.2,5.1,83.9,89.6,4,1,0,1,1,80.3,3,No,6.46,68.5,Good,Not Placed
STU100187,22,Male,BCA,3,72.4,4.8,96.2,89.6,2,3.4,7.3,49.0,61.6,0,2,3,1,3,76.5,3,No,8.33,82.9,Excellent,Not Placed
STU100188,24,Female,BSc Computer Science,3,91.6,3.5,87.8,60.1,0,5.3,8.1,72.1,68.8,0,0,3,1,0,89.4,2,No,7.43,76.2,Good,Placed
STU100189,20,Female,BSc Data Science,3,88.8,2.9,100.0,96.1,1,5.1,3.6,77.6,64.7,2,2,0,0,0,61.7,4,No,8.94,88.0,Excellent,Not Placed
STU100190,22,Female,BTech CSE,3,74.5,2.1,90.7,74.8,0,3.1,7.4,42.6,64.3,4,1,3,0,3,80.9,4,Yes,7.24,73.7,Good,Not Placed
STU100191,21,Other,BTech CSE,3,72.1,6.2,82.2,42.1,0,7.7,7.8,49.6,73.0,0,0,2,1,1,88.7,2,Yes,8.31,85.1,Excellent,Placed
STU100192,22,Male,BTech CSE,3,50.4,1.1,78.5,86.7,0,7.4,4.1,59.3,48.1,1,2,6,0,3,80.1,4,Yes,7.15,73.4,Good,Not Placed
STU100193,24,Female,BTech CSE,4,67.2,2.8,100.0,52.6,1,6.5,3.9,49.0,47.6,1,0,2,1,2,70.1,1,Yes,6.87,68.9,Good,Not Placed
STU100194,20,Female,BCA,3,66.6,4.1,90.9,89.5,0,4.7,6.8,66.8,63.7,1,0,2,1,1,70.6,3,No,8.23,77.5,Good,Not Placed
STU100195,20,Male,BTech CSE,4,63.7,4.2,76.3,83.7,3,6.9,7.6,77.6,61.4,0,0,3,1,1,80.6,1,No,6.45,67.4,Good,Not Placed
STU100196,23,Male,BSc Computer Science,3,77.6,5.4,74.8,59.5,1,7.6,6.1,60.5,76.2,2,1,2,0,1,86.3,1,Yes,7.69,77.5,Good,Not Placed
STU100197,21,Female,BCA,3,81.1,2.2,74.7,67.3,1,9.7,7.1,78.4,80.7,1,0,4,1,2,87.8,1,Yes,7.05,70.8,Good,Not Placed
STU100198,19,Male,BSc Data Science,3,96.1,4.4,87.6,80.2,2,7.1,6.8,53.6,47.8,0,0,3,0,0,91.1,1,Yes,8.51,88.5,Excellent,Not Placed
STU100199,19,Female,BBA,4,78.7,3.4,65.3,65.3,0,7.3,10.0,57.0,48.2,2,1,0,3,2,82.0,2,Yes,7.39,76.2,Good,Not Placed
STU100200,22,Female,BTech CSE,3,57.7,3.6,76.4,92.9,2,6.8,3.2,58.4,60.0,1,0,1,1,0,66.4,3,No,7.74,77.0,Good,Not Placed
STU100201,23,Female,BCA,2,70.5,2.8,85.3,83.0,0,6.2,6.0,65.1,58.1,4,0,3,0,1,91.7,1,Yes,8.77,86.3,Excellent,Not Placed
STU100202,18,Male,BTech CSE,4,84.1,3.7,82.3,54.1,1,7.9,6.2,44.9,66.2,1,1,2,0,1,100.0,2,Yes,7.73,77.9,Good,Not Placed
STU100203,22,Female,BTech CSE,2,77.2,3.3,77.0,69.9,0,6.4,4.1,47.6,80.2,5,1,1,0,2,86.0,3,Yes,7.96,80.5,Excellent,Placed
STU100204,23,Male,BCA,4,86.6,3.0,89.6,78.2,1,6.2,7.4,45.5,70.2,6,0,3,0,1,96.4,0,Yes,7.55,77.1,Good,Placed
STU100205,21,Male,BSc Computer Science,2,72.9,2.7,89.6,62.6,0,5.8,5.9,71.3,75.7,2,0,2,1,0,76.7,3,Yes,6.64,66.7,Good,Not Placed
STU100206,21,Male,BTech CSE,3,89.5,4.1,79.6,85.1,0,6.0,5.4,72.7,57.8,4,1,0,0,3,59.4,2,No,7.91,80.8,Excellent,Not Placed
STU100207,21,Female,BSc Data Science,2,80.5,1.5,76.2,79.4,1,7.1,4.8,24.5,53.0,0,1,5,0,0,77.5,0,Yes,6.46,66.5,Good,Not Placed
STU100208,21,Male,BCA,4,80.7,3.2,91.5,80.6,0,7.6,7.0,91.0,54.7,1,0,2,3,1,81.5,2,No,8.09,81.5,Excellent,Not Placed
STU100209,21,Female,BTech CSE,3,79.5,2.3,80.3,68.2,0,5.2,7.6,40.6,60.0,3,0,5,1,0,92.0,4,Yes,6.85,67.8,Good,Not Placed
STU100210,23,Female,BBA,3,70.3,3.3,82.2,59.8,0,6.9,6.5,80.6,67.5,1,0,0,0,0,70.9,4,Yes,7.23,74.1,Good,Not Placed
STU100211,23,Female,BSc Computer Science,2,77.4,3.3,90.6,86.6,0,4.9,8.3,82.8,64.1,3,0,2,0,1,98.0,1,Yes,8.25,83.0,Excellent,Placed
STU100212,20,Female,BTech CSE,3,80.9,4.8,69.9,93.1,0,7.6,7.4,83.9,56.0,0,1,1,1,3,81.2,1,Yes,8.96,88.8,Excellent,Placed
STU100213,19,Male,BSc Data Science,4,64.0,4.5,76.3,84.4,0,9.1,9.7,58.9,64.9,2,1,0,0,1,95.7,2,Yes,8.61,86.5,Excellent,Placed
STU100214,24,Female,BCA,3,78.8,3.9,79.1,82.7,0,7.5,5.1,69.5,56.5,2,1,1,0,1,78.8,1,Yes,8.82,85.9,Excellent,Not Placed
STU100215,21,Male,BSc Computer Science,2,90.1,3.8,100.0,72.7,0,5.9,4.5,65.4,45.6,3,0,1,0,1,78.5,0,Yes,8.94,89.4,Excellent,Not Placed
STU100216,18,Female,BSc Data Science,3,82.3,3.2,68.2,63.5,2,8.3,7.8,93.3,75.7,2,0,2,0,3,87.6,0,Yes,7.45,74.8,Good,Placed
STU100217,24,Male,BTech CSE,3,91.7,3.2,82.4,80.9,2,4.3,6.4,64.3,64.1,2,0,2,1,1,76.7,4,Yes,7.42,72.9,Good,Not Placed
STU100218,23,Male,BCA,2,82.1,0.9,72.2,64.5,0,7.0,4.7,87.4,66.2,2,0,0,1,3,93.5,2,Yes,6.08,61.4,Average,Not Placed
STU100219,18,Female,BSc Data Science,2,69.0,4.6,100.0,84.0,1,10.0,5.2,53.8,69.0,2,1,0,0,0,85.3,0,Yes,9.22,88.9,Excellent,Placed
STU100220,18,Male,BSc Data Science,4,85.9,3.9,84.9,75.3,1,4.9,8.0,59.3,62.5,3,0,0,0,0,76.2,2,Yes,7.75,78.7,Good,Placed
STU100221,18,Male,BBA,4,66.6,5.3,71.5,54.3,2,5.9,8.3,63.8,69.8,0,1,1,1,3,82.0,1,Yes,6.32,62.9,Average,Not Placed
STU100222,20,Female,BCA,2,75.9,2.7,63.9,72.7,0,6.1,8.0,68.3,96.1,1,2,1,0,0,76.3,3,Yes,6.79,66.6,Good,Not Placed
STU100223,23,Female,BCA,4,75.2,5.4,88.7,57.1,0,4.5,7.0,67.2,83.2,1,1,0,0,0,67.5,0,Yes,7.12,70.2,Good,Not Placed
STU100224,18,Female,BCA,2,,3.2,84.1,55.3,0,5.1,6.4,59.7,53.5,2,0,2,1,4,65.9,1,No,6.96,68.9,Good,Not Placed
STU100225,21,Male,BTech CSE,3,100.0,2.6,89.0,45.4,1,6.6,6.5,38.4,36.8,0,1,3,0,2,87.0,2,Yes,7.03,69.7,Good,Not Placed
STU100226,22,Female,BCA,3,77.3,5.8,70.9,55.8,1,9.4,7.2,50.3,80.7,2,1,3,0,1,85.3,1,No,7.51,79.1,Good,Placed
STU100227,18,Male,BCA,3,96.1,4.0,100.0,57.7,0,7.4,7.1,75.7,72.7,5,1,1,1,1,87.8,2,No,8.07,82.2,Excellent,Not Placed
STU100228,20,Female,BCA,3,81.4,6.0,82.9,87.3,1,8.5,5.2,80.3,73.5,5,0,0,0,1,80.0,2,Yes,9.05,88.7,Excellent,Placed
STU100229,24,Female,BTech CSE,4,69.8,3.8,86.7,78.9,0,8.0,8.4,64.0,55.9,6,1,0,1,1,100.0,2,Yes,7.67,80.4,Excellent,Placed
STU100230,23,Female,BCA,4,73.9,4.7,88.9,96.0,1,7.1,6.9,56.7,55.2,2,0,1,0,1,87.0,3,Yes,9.1,88.6,Excellent,Not Placed
STU100231,20,Male,BSc Data Science,2,77.6,5.0,83.1,69.7,1,,3.3,44.4,67.5,2,1,0,1,0,55.2,5,Yes,7.68,77.1,Good,Not Placed
STU100232,18,Male,BSc Data Science,3,74.6,3.1,96.4,56.5,0,9.4,4.8,87.4,70.6,2,2,5,0,0,86.6,3,Yes,7.56,74.9,Good,Not Placed
STU100233,23,Male,BSc Computer Science,4,75.3,4.0,76.2,71.9,0,8.4,6.1,75.6,97.8,0,1,4,0,0,80.8,1,Yes,7.34,72.4,Good,Not Placed
STU100234,22,Male,BTech CSE,3,83.7,3.7,93.2,66.9,1,7.0,7.1,50.8,78.0,2,1,2,1,1,80.6,1,No,8.17,81.4,Excellent,Not Placed
STU100235,18,Male,BSc Computer Science,3,81.7,4.7,96.7,77.1,1,4.2,6.8,72.7,69.1,5,0,3,0,1,76.2,4,Yes,7.73,76.1,Good,Not Placed
STU100236,20,Female,BBA,3,84.9,1.9,93.4,54.9,0,3.9,5.7,69.0,20.6,1,1,0,0,3,65.7,5,No,6.62,65.1,Good,Not Placed
STU100237,19,Male,BBA,3,93.3,4.4,97.8,72.6,0,4.3,8.8,82.5,69.1,2,0,2,2,1,80.7,0,Yes,8.79,88.2,Excellent,Placed
STU100238,21,Female,BSc Data Science,2,73.3,4.9,74.0,88.2,1,5.3,8.0,70.4,67.3,0,0,0,0,2,74.8,4,No,8.22,81.2,Excellent,Not Placed
STU100239,24,Male,BTech CSE,4,89.1,2.5,87.5,88.4,0,7.2,6.7,66.7,47.0,1,0,2,0,2,85.7,5,No,9.22,90.7,Excellent,Placed
STU100240,20,Female,BTech CSE,4,91.9,2.2,86.6,86.3,0,6.1,4.3,76.6,74.9,6,1,2,1,2,81.0,1,Yes,8.08,80.4,Excellent,Placed
STU100241,23,Female,BTech CSE,3,90.9,1.0,82.8,78.6,1,6.7,6.3,81.7,86.0,1,1,2,1,2,84.2,1,No,6.79,65.8,Good,Not Placed
STU100242,18,Male,BSc Data Science,4,60.4,6.6,88.9,83.3,1,7.5,6.2,68.1,96.0,2,1,1,1,1,86.9,2,Yes,9.24,92.5,Excellent,Placed
STU100243,21,Male,BSc Computer Science,3,96.0,2.4,95.3,71.5,0,8.9,4.1,52.3,67.1,3,0,3,0,2,77.7,0,No,8.27,81.0,Excellent,Placed
STU100244,18,Female,BSc Data Science,2,71.6,5.6,74.1,77.0,2,5.4,7.6,76.1,56.4,3,1,1,0,1,75.1,1,Yes,7.55,77.4,Good,Not Placed
STU100245,23,Male,BTech CSE,4,59.6,3.2,68.7,70.5,0,3.5,7.1,76.7,84.7,3,1,3,1,2,86.6,1,Yes,6.43,62.9,Average,Not Placed
STU100246,18,Female,BCA,3,95.7,5.1,79.7,65.4,1,5.1,5.2,72.4,52.7,3,1,3,0,3,75.9,1,Yes,7.37,72.6,Good,Not Placed
STU100247,19,Female,BCA,3,83.1,4.4,54.7,75.1,1,7.6,7.2,73.9,67.9,2,0,2,1,1,76.8,0,No,7.29,74.0,Good,Not Placed
STU100248,21,Female,BSc Data Science,3,83.5,6.7,81.2,92.4,2,8.0,8.4,60.8,46.3,4,0,0,0,2,90.0,2,Yes,9.59,93.3,Excellent,Not Placed
STU100249,21,Male,BCA,4,74.7,5.7,97.7,75.3,0,8.0,7.6,69.9,83.1,1,2,0,1,1,84.7,2,No,9.32,95.4,Excellent,Placed
STU100250,23,Female,BSc Computer Science,4,79.8,3.8,66.3,77.8,0,5.2,5.9,81.4,55.5,2,1,1,1,0,68.3,4,No,7.35,75.0,Good,Placed
STU100251,24,Female,BCA,4,76.6,4.0,77.4,81.3,2,7.1,10.0,74.0,79.2,2,4,2,2,2,81.1,1,Yes,8.06,77.1,Good,Placed
STU100252,19,Female,BSc Data Science,2,71.8,4.5,69.5,75.9,0,9.2,7.5,81.2,66.2,0,0,2,1,2,86.2,1,Yes,7.83,79.1,Good,Placed
STU100253,20,Male,BBA,4,78.2,7.5,86.4,69.4,0,7.9,5.8,81.0,74.3,1,0,5,1,2,80.0,2,No,9.51,93.7,Excellent,Not Placed
STU100254,18,Female,BSc Data Science,2,79.1,3.6,89.0,81.4,0,3.3,9.4,93.5,60.4,2,3,1,1,0,70.4,1,Yes,7.96,80.1,Excellent,Not Placed
STU100255,22,Male,BTech CSE,4,64.8,1.6,82.2,63.2,0,6.4,3.9,84.0,70.3,1,0,2,2,2,75.2,1,Yes,7.19,73.1,Good,Placed
STU100256,18,Female,BCA,2,78.6,3.9,74.5,86.1,0,5.9,4.9,60.4,80.2,2,1,0,1,3,62.5,2,Yes,7.65,75.8,Good,Not Placed
STU100257,18,Male,BCA,3,60.1,2.5,84.1,87.1,0,3.8,6.0,61.7,57.4,1,0,1,1,2,67.8,2,Yes,5.91,61.3,Average,Not Placed
STU100258,20,Female,BTech CSE,3,97.2,3.8,95.6,71.4,1,9.1,8.4,42.3,71.1,2,2,2,0,0,81.4,3,Yes,9.36,92.2,Excellent,Placed
STU100259,18,Male,BTech CSE,4,77.0,5.2,91.8,64.1,1,4.0,5.7,56.8,85.1,0,1,5,0,2,72.5,2,Yes,7.49,76.1,Good,Not Placed
STU100260,19,Female,BSc Data Science,4,67.3,4.3,77.5,97.6,2,6.3,6.6,74.7,51.1,2,0,3,0,3,74.9,2,No,7.91,80.0,Excellent,Not Placed
STU100261,19,Female,BBA,3,83.1,2.6,,63.6,0,8.9,5.3,80.8,54.5,1,1,2,0,1,81.6,2,No,7.48,73.2,Good,Not Placed
STU100262,21,Female,BBA,3,70.5,3.2,78.1,68.5,1,4.9,7.9,54.9,53.6,2,0,3,1,1,86.4,0,Yes,6.9,69.2,Good,Not Placed
STU100263,23,Male,BBA,4,77.7,1.9,87.4,47.9,0,6.4,7.6,79.4,61.5,6,1,2,0,1,85.7,4,Yes,6.76,66.0,Good,Not Placed
STU100264,24,Male,BSc Data Science,2,82.6,5.4,66.8,88.5,2,7.4,4.5,70.1,41.7,7,0,0,1,1,82.3,2,Yes,7.95,79.7,Good,Placed
STU100265,22,Other,BCA,4,67.8,4.7,88.0,54.8,1,5.1,6.7,84.0,66.7,1,1,2,1,1,76.2,2,Yes,6.64,68.2,Good,Not Placed
STU100266,18,Male,BSc Computer Science,4,97.5,1.9,76.0,77.9,1,5.5,7.2,84.6,93.1,3,0,3,0,1,83.6,4,No,6.99,70.0,Good,Placed
STU100267,18,Female,BTech CSE,2,98.4,7.3,79.1,75.7,0,7.0,6.5,73.6,67.0,0,0,0,1,1,71.2,1,Yes,9.45,95.6,Excellent,Not Placed
STU100268,20,Female,BCA,2,72.7,3.2,74.0,71.1,1,7.6,6.7,63.4,98.4,0,0,1,0,1,66.8,2,Yes,7.19,72.5,Good,Not Placed
STU100269,23,Female,BTech CSE,3,66.8,3.9,90.0,65.5,2,7.9,5.7,72.3,40.3,3,2,2,0,1,95.9,3,Yes,7.6,75.3,Good,Not Placed
STU100270,19,Male,BCA,2,72.7,3.0,75.5,77.3,1,4.8,8.1,81.8,45.9,0,1,0,2,0,75.4,5,Yes,7.05,71.0,Good,Not Placed
STU100271,22,Female,BSc Computer Science,3,73.2,4.1,71.4,92.9,0,3.6,5.6,85.4,38.1,4,3,2,0,2,86.8,5,Yes,7.17,72.6,Good,Placed
STU100272,21,Female,BSc Data Science,4,89.1,3.6,75.6,69.0,1,8.0,8.3,64.1,23.5,1,1,2,0,1,98.0,0,No,6.94,69.9,Good,Not Placed
STU100273,19,Male,BTech CSE,3,72.9,1.4,70.1,52.1,0,8.7,6.8,86.3,66.6,2,0,6,0,2,92.4,0,Yes,7.17,72.3,Good,Not Placed
STU100274,23,Female,BSc Data Science,2,,5.3,91.5,50.3,1,10.0,6.0,66.0,46.9,0,0,1,0,1,78.6,3,No,7.92,78.6,Good,Not Placed
STU100275,24,Male,BTech CSE,3,79.0,2.3,69.9,69.7,1,10.0,6.7,100.0,30.1,2,0,1,1,2,83.6,4,Yes,7.63,76.7,Good,Not Placed
STU100276,21,Male,BSc Computer Science,3,63.1,4.9,81.5,66.5,2,9.7,6.9,61.0,59.6,1,0,0,1,2,77.0,4,Yes,8.42,83.1,Excellent,Not Placed
STU100277,24,Male,BTech CSE,4,88.7,3.2,74.8,69.9,3,4.6,6.2,56.1,65.4,3,0,6,0,2,81.1,1,Yes,6.2,62.8,Average,Not Placed
STU100278,20,Male,BBA,2,84.0,3.6,99.3,75.4,1,6.2,6.2,80.5,70.2,1,1,2,2,2,67.8,3,No,8.4,85.3,Excellent,Placed
STU100279,20,Female,BTech CSE,3,72.0,4.2,86.7,66.2,1,7.7,5.2,78.9,62.5,3,2,2,0,1,91.9,0,No,7.67,76.6,Good,Not Placed
STU100280,18,Male,BBA,4,73.1,3.7,75.1,100.0,0,7.3,9.1,51.5,74.1,3,3,2,0,3,96.6,3,Yes,9.01,88.5,Excellent,Not Placed
STU100281,24,Male,BCA,3,80.5,4.6,83.9,76.6,0,6.2,5.5,67.0,50.0,4,0,0,0,1,65.7,2,Yes,8.6,84.4,Excellent,Not Placed
STU100282,23,Male,BSc Data Science,3,67.0,2.4,72.0,82.8,1,8.9,4.9,76.3,48.8,2,1,2,0,1,82.0,2,No,7.48,73.7,Good,Not Placed
STU100283,22,Female,BCA,2,70.1,5.1,89.4,70.1,1,5.6,7.5,68.6,85.0,3,1,1,1,0,85.0,1,Yes,8.51,83.1,Excellent,Not Placed
STU100284,21,Female,BCA,4,75.7,2.0,83.8,70.2,0,6.9,3.8,81.3,91.3,3,1,0,1,1,73.2,1,Yes,7.97,78.8,Good,Not Placed
STU100285,19,Male,BTech CSE,3,64.8,2.1,86.6,64.9,0,6.6,6.8,73.8,43.6,1,0,3,0,0,78.4,1,Yes,7.49,74.4,Good,Placed
STU100286,23,Male,BCA,4,73.5,4.4,71.5,72.9,0,7.4,5.0,79.7,68.7,0,0,2,2,0,76.4,3,Yes,8.34,81.7,Excellent,Not Placed
STU100287,23,Female,BSc Computer Science,4,67.3,5.1,66.8,53.7,0,7.5,7.5,71.6,50.6,2,0,4,0,3,91.8,1,No,6.5,66.5,Good,Not Placed
STU100288,20,Male,BSc Computer Science,3,92.3,3.9,63.7,52.7,1,5.0,6.5,82.2,48.9,1,0,1,2,1,62.5,1,Yes,7.58,73.1,Good,Not Placed
STU100289,24,Male,BSc Computer Science,3,74.0,5.7,64.5,64.6,1,1.5,5.4,82.5,68.7,3,1,2,1,3,55.7,2,No,7.25,73.0,Good,Not Placed
STU100290,18,Male,BSc Computer Science,2,68.5,2.2,82.1,60.6,0,,6.5,70.6,69.3,1,1,1,0,1,79.4,2,Yes,7.01,68.9,Good,Not Placed
STU100291,18,Female,BTech CSE,3,84.7,1.8,100.0,64.6,0,6.9,7.5,67.8,57.9,1,0,0,4,0,73.3,4,No,7.23,72.2,Good,Not Placed
STU100292,21,Male,BCA,4,71.7,4.8,77.6,68.0,1,7.4,6.1,63.2,59.1,1,0,2,0,2,70.5,2,No,8.1,81.3,Excellent,Not Placed
STU100293,20,Male,BSc Data Science,3,67.0,3.7,75.6,68.5,0,5.4,6.2,64.3,47.2,2,1,0,0,3,70.9,3,No,6.63,65.7,Good,Not Placed
STU100294,23,Male,BSc Computer Science,3,86.9,4.7,81.4,81.8,0,7.0,8.3,72.5,82.9,2,1,4,0,3,81.2,2,Yes,8.81,87.5,Excellent,Placed
STU100295,22,Other,BTech CSE,4,74.8,2.0,73.4,81.3,1,7.0,7.5,78.3,63.7,1,1,2,1,1,76.3,3,No,7.29,70.9,Good,Not Placed
STU100296,20,Male,BSc Data Science,2,86.4,2.8,67.9,71.7,0,5.3,6.0,84.4,50.2,3,1,2,0,0,81.2,1,Yes,6.8,65.0,Good,Not Placed
STU100297,21,Female,BTech CSE,3,77.8,6.1,74.8,95.8,1,6.2,6.9,44.2,64.2,3,0,0,1,3,72.0,1,Yes,9.44,92.5,Excellent,Not Placed
STU100298,21,Male,BSc Data Science,3,79.3,3.2,79.5,66.4,1,4.3,6.3,36.0,59.9,2,0,0,0,3,78.5,1,No,7.9,81.5,Excellent,Not Placed
STU100299,20,Male,BSc Data Science,3,83.6,5.6,100.0,82.0,1,3.0,8.5,66.0,52.4,2,3,2,0,2,57.9,3,Yes,8.88,88.6,Excellent,Not Placed
STU100300,21,Female,BCA,4,71.7,4.7,76.6,78.1,1,8.7,4.1,69.9,50.9,3,1,0,0,1,74.4,2,No,7.97,80.3,Excellent,Not Placed
STU100301,20,Male,BSc Computer Science,3,69.9,3.1,84.1,69.4,0,6.9,7.7,40.7,49.1,4,2,3,1,2,92.1,2,No,7.08,71.6,Good,Not Placed
STU100302,19,Female,BTech CSE,3,90.0,5.6,66.9,70.4,0,5.9,7.6,71.2,47.3,0,0,3,0,0,83.8,1,Yes,8.9,88.0,Excellent,Not Placed
STU100303,20,Female,BCA,3,83.8,4.0,89.6,66.7,0,7.2,5.6,52.3,65.8,4,0,1,4,0,88.6,3,No,7.44,74.8,Good,Not Placed
STU100304,24,Female,BSc Data Science,2,77.3,3.5,73.9,81.1,2,7.3,5.3,69.9,59.5,3,1,3,1,2,78.7,0,Yes,7.94,78.2,Good,Not Placed
STU100305,20,Male,BTech CSE,3,86.0,3.4,69.6,87.0,0,10.0,8.6,41.2,97.7,1,2,0,0,3,84.3,1,No,8.47,86.0,Excellent,Placed
STU100306,21,Female,BSc Data Science,3,83.4,4.2,70.7,72.4,0,8.9,,60.2,75.4,5,0,1,0,0,89.0,2,Yes,8.55,86.9,Excellent,Not Placed
STU100307,24,Male,BCA,4,87.4,1.8,74.9,49.6,0,7.1,9.1,71.7,69.3,1,1,2,1,1,84.6,4,No,6.37,63.9,Average,Placed
STU100308,21,Female,BTech CSE,4,66.6,4.8,69.3,78.6,0,10.0,5.2,76.1,60.0,3,0,2,0,1,88.4,0,No,8.98,89.1,Excellent,Placed
STU100309,18,Female,BCA,3,77.4,4.2,85.2,69.9,0,6.3,6.7,69.5,59.9,3,0,2,0,1,83.5,2,Yes,7.77,76.6,Good,Not Placed
